,item_id,dept_id,cat_id,state_id,price,year,sale_perday,price_change,sale_change,elasticity,level,revenue,LB_price,UB_price,opti_price,optimized_units,optimized_revenue
154,HOBBIES_1_007,HOBBIES_1,HOBBIES,TX,5.5,2014,1.0,-0.30203046698937486,-0.10869565217391308,-0.35988307159004884,Inelastic Demand,5.5,2.75,8.25,8.25,0.8200584642049755,6.765482329691048
155,HOBBIES_1_007,HOBBIES_1,HOBBIES,TX,5.0,2014,1.0,-0.09090909090909094,0.0,-0.0,Perfectly Inelastic Demand,5.0,2.5,7.5,7.5,1.0,7.5
159,HOBBIES_1_007,HOBBIES_1,HOBBIES,WI,7.880000114440918,2012,1.0714285714285714,-0.007556667801907446,-0.06832298136645953,-9.04141655521942,Elastic Demand,8.442857265472412,3.940000057220459,11.820000171661377,4.375772433396094,5.379330362834021,23.538725511819717
165,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA,0.41999998688697815,2011,23.815384615384616,-0.08695656680880426,0.6897833873443631,-7.932504843033008,Elastic Demand,10.00246122616988,0.20999999344348907,0.6299999803304672,0.2364733402550259,106.36552156948271,25.15261017350358
166,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA,0.5,2011,14.531456953642385,0.19047622764462102,-0.38982900388452524,-2.046601871031615,Elastic Demand,7.2657284768211925,0.25,0.75,0.3721537069870071,22.135781818640748,8.237913260862749
168,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA,0.46000000834465027,2012,4.636363636363637,-0.07999998331069946,-0.5363636363636364,-6.704546853222922,Elastic Demand,2.132727311416106,0.23000000417232513,0.6900000125169754,0.264305077198874,17.860540782845288,4.7206316104235615
172,HOBBIES_1_008,HOBBIES_1,HOBBIES,CA,0.47999998927116394,2015,8.025943396226415,0.043478218616745945,0.04447208581028694,-1.022858967666127,Elastic Demand,3.852452744079648,0.23999999463558197,0.7199999839067459,0.474636439724069,8.117675830586485,3.852944755063694
175,HOBBIES_1_008,HOBBIES_1,HOBBIES,TX,0.41999998688697815,2011,4.864197530864198,-0.08695656680880426,-0.24952380952380948,-2.8695223222468056,Elastic Demand,2.0429628991786344,0.20999999344348907,0.6299999803304672,0.2831828982295026,9.411060631294715,2.6650514249836097
176,HOBBIES_1_008,HOBBIES_1,HOBBIES,TX,0.5,2011,5.5534804753820035,0.19047622764462102,0.14170537691863516,-0.7439530836520999,Inelastic Demand,2.7767402376910018,0.25,0.75,0.5860426938897006,4.8425047182597005,2.8379145102625007
177,HOBBIES_1_008,HOBBIES_1,HOBBIES,TX,0.47999998927116394,2011,4.125,-0.04000002145767212,-0.25722256190767356,-6.4305605980703175,Elastic Demand,1.9799999557435513,0.23999999463558197,0.7199999839067459,0.2773217725920633,15.325531576055772,4.250103582587425
182,HOBBIES_1_008,HOBBIES_1,HOBBIES,TX,0.47999998927116394,2015,6.9655172413793105,0.043478218616745945,0.0909846281678437,-2.0926484815272612,Elastic Demand,3.3434482011301765,0.23999999463558197,0.7199999839067459,0.35468719679000643,10.770948090096104,3.820317384846861
185,HOBBIES_1_008,HOBBIES_1,HOBBIES,WI,0.41999998688697815,2011,6.024193548387097,-0.08695656680880426,-0.253,-2.909498492003298,Elastic Demand,2.530161211327199,0.20999999344348907,0.6299999803304672,0.2821773733274154,11.775788019006463,3.322860932063692
186,HOBBIES_1_008,HOBBIES_1,HOBBIES,WI,0.5,2011,5.6991735537190085,0.19047622764462102,-0.05395244891411377,-0.2832503015272592,Inelastic Demand,2.8495867768595042,0.25,0.75,0.75,4.892027239945463,3.6690204299590974
191,HOBBIES_1_008,HOBBIES_1,HOBBIES,WI,0.47999998927116394,2015,3.7033898305084745,0.043478218616745945,-0.25167961292391106,-5.7886367227330435,Elastic Demand,1.7776270789110054,0.23999999463558197,0.7199999839067459,0.28146052757388634,12.570484341133346,3.538095154514669
194,HOBBIES_1_009,HOBBIES_1,HOBBIES,CA,1.7699999809265137,2011,2.7824074074074074,0.1346154140062361,-0.08719440784658183,-0.6477297454401657,Inelastic Demand,4.924861058040902,0.8849999904632568,2.6549999713897705,2.2513105330277,2.2923277411211647,5.160741588737673
201,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.6299999952316284,2011,2.133640552995392,0.04487183014081664,-0.32167496870088697,-7.168750810729306,Elastic Demand,3.4778340912084977,0.8149999976158142,2.4449999928474426,0.9286878629053467,8.71458902622981,8.093133058867748
202,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.600000023841858,2011,2.1333333333333333,-0.018404890477013436,-0.00014398848092167515,-0.007823381568149391,Inelastic Demand,3.4133333841959637,0.800000011920929,2.400000035762787,2.400000035762787,2.124988392993974,5.099972219181044
203,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.75,2011,2.1666666666666665,0.09374998370185517,0.015625,-0.1666666956411514,Inelastic Demand,3.7916666666666665,0.875,2.625,2.625,1.9861110797220858,5.213541584270475
204,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.2999999523162842,2011,6.0,-0.25714288439069477,1.7692307692307696,-6.880341151274699,Elastic Demand,7.799999713897705,0.6499999761581421,1.9499999284744263,0.7444720286693919,23.641023572068434,17.600080778518702
206,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,0.8799999952316284,2012,5.0,-0.46012270073253747,1.2852233676975948,-2.7932187776248756,Elastic Demand,4.399999976158142,0.4399999976158142,1.3199999928474426,0.5975243543366449,9.483046980936681,5.66635152442826
207,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.75,2012,1.5416666666666667,0.9886363744119968,-0.6916666666666667,-0.6996168506120803,Inelastic Demand,2.697916666666667,0.875,2.625,2.125684599616952,1.3101213041172266,2.7849046797920662
208,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.7699999809265137,2012,1.8372093023255813,0.011428560529436416,0.1917033312382148,-16.77405748033155,Elastic Demand,3.2518604300742924,0.8849999904632568,2.6549999713897705,0.937760027953322,16.327331963785003,15.311119278762193
210,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.4700000286102295,2013,16.0,-0.0981594890119386,4.990639625585024,-50.84215164341411,Elastic Demand,23.520000457763672,0.7350000143051147,2.2050000429153442,0.7494565243152291,414.73721249573566,310.8275097812407
211,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.2699999809265137,2013,2.0,-0.13605445155861684,-0.875,-6.431248591840602,Elastic Demand,2.5399999618530273,0.6349999904632568,1.9049999713897705,0.7337366454325565,7.431248618972724,5.4525794330603645
212,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.7699999809265137,2013,2.0934579439252334,0.39370079331436747,0.04672897196261672,-0.11869158700247764,Inelastic Demand,3.7054205208181217,0.8849999904632568,2.6549999713897705,2.6549999713897705,1.9692200210815185,5.228279099631595
214,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.7699999809265137,2014,1.7647058823529411,0.08588956202726306,-0.053708439897698246,-0.625319755160122,Inelastic Demand,3.123529378105612,0.8849999904632568,2.6549999713897705,2.300275862953719,1.4341056946263222,3.298838714273406
215,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,1.3600000143051147,2014,4.0,-0.23163840171726036,1.2666666666666666,-5.4682930691810325,Elastic Demand,5.440000057220459,0.6800000071525574,2.040000021457672,0.8043532519395872,12.936586198813446,10.405585178012378
216,HOBBIES_1_009,HOBBIES_1,HOBBIES,TX,0.8799999952316284,2014,8.0,-0.3529411867828104,1.0,-2.833333250549108,Elastic Demand,7.039999961853027,0.4399999976158142,1.3199999928474426,0.5952941119366473,15.333333183069374,9.127842960244008
220,HOBBIES_1_009,HOBBIES_1,HOBBIES,WI,1.600000023841858,2011,1.95,-0.09604517452913675,0.0435135135135134,-0.45305257371689117,Inelastic Demand,3.1200000464916227,0.800000011920929,2.400000035762787,2.400000035762787,1.5082737406260311,3.619857031442547
221,HOBBIES_1_009,HOBBIES_1,HOBBIES,WI,1.559999942779541,2011,2.375,-0.025000050291418274,0.21794871794871806,-8.717931180463783,Elastic Demand,3.70499986410141,0.7799999713897705,2.3399999141693115,0.8694707336645858,11.540043312143021,10.033729925130089
222,HOBBIES_1_009,HOBBIES_1,HOBBIES,WI,1.6399999856948853,2011,2.9927007299270074,0.05128208067290285,0.2600845178640032,-5.071645191678627,Elastic Demand,4.908029154269365,0.8199999928474426,2.459999978542328,0.9816832318714896,9.085308445716391,8.918894957540207
224,HOBBIES_1_009,HOBBIES_1,HOBBIES,WI,1.6399999856948853,2012,2.5419847328244276,-0.0734463257810768,0.19429455119768368,-2.6453951117557883,Elastic Demand,4.168854925468678,0.8199999928474426,2.459999978542328,1.1299725975379604,4.633269328010648,5.235467377665152
226,HOBBIES_1_009,HOBBIES_1,HOBBIES,WI,1.7699999809265137,2013,1.9930555555555556,0.07926829046681116,-0.25260416666666663,-3.186698807039739,Elastic Demand,3.5277082953188157,0.8849999904632568,2.6549999713897705,1.162716849386878,4.172161666777867,4.851042668328667
228,HOBBIES_1_009,HOBBIES_1,HOBBIES,WI,1.0,2014,4.5,-0.4350282424994457,1.3835937500000002,-3.1804687945099634,Elastic Demand,4.5,0.5,1.5,0.6572095252905155,9.406054835409476,6.1817488332360195
232,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA,2.9700000286102295,2011,1.456896551724138,-0.0630914961735699,0.16551724137931023,-2.6234477135232086,Elastic Demand,4.326982800302834,1.4850000143051147,4.455000042915344,2.051049011217447,2.639494272759225,5.413732118256922
235,HOBBIES_1_010,HOBBIES_1,HOBBIES,CA,1.9700000286102295,2013,1.0,-0.33670033345687755,-0.293103448275862,-0.870517249765067,Inelastic Demand,1.9700000286102295,0.9850000143051147,2.9550000429153442,2.1165112350850137,0.9352586138741497,1.9794853639746743
240,HOBBIES_1_010,HOBBIES_1,HOBBIES,TX,2.9700000286102295,2011,1.5296803652968036,-0.0630914961735699,0.10226967499328499,-1.6209740011860343,Elastic Demand,4.543150728696013,1.4850000143051147,4.455000042915344,2.4011158838433904,2.0046262377546387,4.813339900641879
247,HOBBIES_1_010,HOBBIES_1,HOBBIES,WI,2.9700000286102295,2011,1.4878048780487805,-0.0630914961735699,-0.1267232237539767,-2.0085626659629483,Elastic Demand,4.4187805303713175,1.4850000143051147,4.455000042915344,2.2243346961348447,2.2380770925088567,4.978232529492044
269,HOBBIES_1_012,HOBBIES_1,HOBBIES,CA,6.269999980926514,2011,1.4742268041237114,0.04849497674382253,-0.1686690954189598,-3.478073539656775,Elastic Demand,9.243402033737025,3.134999990463257,9.40499997138977,4.03636098015482,3.300848064418671,13.323414328639087
271,HOBBIES_1_012,HOBBIES_1,HOBBIES,CA,6.519999980926514,2012,1.4180790960451977,0.0398724084147537,-0.24925224327018947,-6.251246242199918,Elastic Demand,9.245875679166977,3.259999990463257,9.77999997138977,3.781496053925759,5.141420289315132,19.442260535619006
277,HOBBIES_1_012,HOBBIES_1,HOBBIES,TX,6.269999980926514,2011,1.387012987012987,0.04849497674382253,-0.11735537190082646,-2.4199490293760295,Elastic Demand,8.696571402116255,3.134999990463257,9.40499997138977,4.430481703666723,2.3717569203935196,10.50802564134842
278,HOBBIES_1_012,HOBBIES_1,HOBBIES,TX,6.28000020980835,2011,1.4666666666666666,0.0015949328408704222,0.057428214731585436,-36.00666639997483,Elastic Demand,9.210666974385578,3.140000104904175,9.420000314712524,3.227206185167106,27.13822199507923,87.5806378769577
280,HOBBIES_1_012,HOBBIES_1,HOBBIES,TX,6.519999980926514,2012,1.454268292682927,0.0398724084147537,-0.2997967479674797,-7.518902416151717,Elastic Demand,9.481829240554717,3.259999990463257,9.77999997138977,3.6935739970766512,6.1943846899399775,22.879418218652017
286,HOBBIES_1_012,HOBBIES_1,HOBBIES,WI,6.269999980926514,2011,1.3664772727272727,0.04849497674382253,-0.09673536209553157,-1.994750149207033,Elastic Demand,8.567812473936515,3.134999990463257,9.40499997138977,4.7066253615474585,2.046129018436157,9.630362731169825
287,HOBBIES_1_012,HOBBIES_1,HOBBIES,WI,6.579999923706055,2011,1.3333333333333333,0.04944177730822452,-0.02425502425502435,-0.49057751512079206,Inelastic Demand,8.773333231608072,3.2899999618530273,9.869999885559082,9.869999885559082,1.0062816565861386,9.93199983534539
